29777264;1;PG;"{annotations:[{location:Col,content:{characteristic_level:true},qualifiers:{indented:true},number:1},{location:Col,content:{characteristic_name:true},qualifiers:{empty_row:true},number:1},{location:Row,content:{characteristic_level:true},qualifiers:{},number:1},{location:Row,content:{arms:true},qualifiers:{},number:2},{location:Col,content:{characteristic_name:true,characteristic_level:true},qualifiers:{},number:1}]}";FALSE;baseline_table;NA
28385353;2;Elaine;"{annotations:[{location:Col,content:{characteristic_name:true,characteristic_level:true},qualifiers:{},number:1},{location:Row,content:{measures:true},qualifiers:{},number:1}]}";FALSE;result_table_subgroup;NA
27609406;1;PG;"{annotations:[{location:Col,content:{characteristic_level:true,characteristic_name:true,other:true},qualifiers:{},number:1},{location:Col,content:{characteristic_name:true},qualifiers:{empty_row:true},number:1},{location:Col,content:{characteristic_level:true,other:true},qualifiers:{indented:true},number:1},{location:Row,content:{characteristic_level:true},qualifiers:{},number:1},{location:Row,content:{arms:true},qualifiers:{},number:2}]}";FALSE;baseline_table;NA
17384437;1;PG;"{annotations:[{location:Col,content:{characteristic_level:true},qualifiers:{indented:true},number:1},{location:Col,content:{characteristic_level:true,characteristic_name:true},qualifiers:{},number:1},{location:Col,content:{characteristic_name:true},qualifiers:{empty_row:true},number:1},{location:Row,content:{arms:true},qualifiers:{},number:1}]}";FALSE;baseline_table;'Auto add''s first choice was right in every case. Need to think about handling strings which include characteristic levels AND names if implement the mutually excluding approach'
19336502;1;PG;"{annotations:[{location:Col,content:{characteristic_name:true,characteristic_level:true},qualifiers:{},number:1},{location:Col,content:{characteristic_name:true},qualifiers:{empty_row:true},number:1},{location:Col,content:{characteristic_level:true},qualifiers:{indented:true},number:1},{location:Row,content:{arms:true},qualifiers:{},number:1}]}";FALSE;baseline_table;NA
28237263;1;Lili;"{annotations:[{location:Row,content:{arms:true},qualifiers:{bold:true},number:1},{location:Col,content:{characteristic_name:true},qualifiers:{empty_row:true},number:1},{location:Col,content:{characteristic_level:true},qualifiers:{},number:1}]}";FALSE;baseline_table;NA
28231942;1;Lili;"{annotations:[{location:Row,content:{characteristic_level:true},qualifiers:{bold:true},number:1},{location:Col,content:{characteristic_name:true},qualifiers:{empty_row:true},number:1},{location:Col,content:{characteristic_level:true},qualifiers:{},number:1}]}";FALSE;baseline_table;NA
28231942;3;Lili;"{annotations:[{location:Row,content:{characteristic_level:true},qualifiers:{bold:true},number:1},{location:Row,content:{measures:true},qualifiers:{},number:2},{location:Row,content:{arms:true},qualifiers:{},number:3},{location:Row,content:{measures:true},qualifiers:{},number:4},{location:Col,content:{characteristic_name:true},qualifiers:{},number:1}]}";FALSE;baseline_table;NA
28118533;1;Lili;"{annotations:[{location:Row,content:{arms:true},qualifiers:{},number:1},{location:Col,content:{characteristic_name:true},qualifiers:{empty_row:true},number:1},{location:Col,content:{characteristic_level:true},qualifiers:{},number:1}]}";FALSE;baseline_table;NA
28035868;1;Lili;"{annotations:[{location:Row,content:{characteristic_level:true},qualifiers:{},number:1},{location:Row,content:{arms:true},qualifiers:{},number:2},{location:Col,content:{characteristic_name:true},qualifiers:{empty_row:true},number:1},{location:Col,content:{characteristic_level:true},qualifiers:{},number:1}]}";FALSE;baseline_table;NA
