cn, concept, rep_cuis, excluded_cuis, status, proposed_name,
-10,computed tomographic angiography,,,inprogress,discard pile here
-10,concern,C1527249,,completed,
-10,coronary risk factors — no . ( % ),C1261316,,completed,
-10,currentd,C3241966,,completed,
-10,cutoffs,,,inprogress,discard pile here
-10,cystitis,;C0035455,,completed,
-10,czech repumc,,,inprogress,discard pile here
-10,data are expressed as n / total ( % ) unless otherwise speci ﬁ ed . systeme international unit conversion : to convert creatinine clearance to ml / s multiply by $nmbr$ . $nmbr$ . * estimated with cockroft - gault equation † at discharge . ace angiotensin - converting enzyme cabg coronary artery bypass graft ccsc canadian cardiovascular society classi ﬁ cation mi myocardial infarction pci percutaneous coronary intervention .,C0010055,,completed,
-10,data are expressed as n / total ( % ) unless otherwise specified . systeme international unit conversion : to convert creatinine clearance to ml / s multiply by $nmbr$ . $nmbr$ . * estimated with cockroft - gault equation,C0812399,;C3889287;C0452249;C0522467;C1337213;C1576800;C3890003;C0005910;C0022718;C1305866;C1705104;C1705224;C3887665,completed,
-10,* data are given as percentage of subjects unless otherwise specified . ptca indicates percutaneous transluminal coronary angioplasty cabg coronary artery bypass graft ace angiotensin - converting enzyme bmi body mass index ( calculated as weight in kilograms divided by square of height in meters ) hdl - c high - density lipoprotein cholesterol ldl - c low - density lipoprotein cholesterol fpg fasting plasma glucose and fpi fasting plasma insulin . tto convert cholesterol values to micromoles per liter multiply by $nmbr$ . $nmbr$ . to convert triglycerides to micromoles per liter multiply by $nmbr$ . $nmbr$ . to convert fpg to micromoles per liter multiply by $nmbr$ . $nmbr$ . to convert fpi to picomoles per liter multiply by $nmbr$ . $nmbr$ .,C0023824,,completed,
-10,data are mean ( sd ) or n ( % ) . ace = angiotensin - converting enzyme arb = angiotensin - receptor blocker . chf = congestive heart failure . * any use in $nmbr$ h before surgery except for aspirin which only required any use in the $nmbr$ days before surgery .,C0018801,;C0168634;C1524003,completed,
-10,data are number of patients ( % ) or hazard ratio ( $nmbr$ % cl ) p values are forthe test of heterogeneity . cad = coronary artery disease . bmi = body - mass index which is weight in kg divided by the square of height in metres . ldl = low - density lipoprotein . hdl = high - density lipoprotein . there is a deficit of clinical data in some patients with the events .,C0005910,,completed,
-10,data are presented as mean sd . * n $nmbr$ for ldl cholesterol . † n $nmbr$ for ldl cholesterol . ‡ signi ﬁ cantly different from baseline values by repeated measures ( analysis of variance ) p $nmbr$ . $nmbr$ . § signi ﬁ cantly different from baseline values by repeated measures ( analysis of variance ) p $nmbr$ . $nmbr$ . ¶ signi ﬁ cantly different from baseline values by repeated measures ( analysis of variance ) p $nmbr$ . $nmbr$ .,C0023824,,completed,
-10,dd,C0028873,,completed,
-10,dd ( n = $nmbr$ ),C0028873,,completed,
-10,decreased appetite,,,inprogress,discard pile here
-10,dizziness,,,inprogress,discard pile here
-10,e,,,inprogress,discard pile here
-10,e $nmbr$ + a $nmbr$,,,inprogress,discard pile here
-10,e $nmbr$ + a $nmbr$ -,,,inprogress,discard pile here
-10,e $nmbr$ ( n = $nmbr$ ),,,inprogress,discard pile here
-10,e $nmbr$ / s $nmbr$ ( n = $nmbr$ ),,,inprogress,discard pile here
-10,entocort ec ( n = $nmbr$ ),,,inprogress,discard pile here
-10,environmental stimuli,,,inprogress,discard pile here
-10,e - rs total scoreb,C0035970;C0017452,,completed,
-10,erysipelas,,,inprogress,discard pile here
-10,estonia,C0032285,,completed,
-10,evidence or thombus n ( % ),C0042373,,completed,
-10,exercise category ( % ),,,inprogress,discard pile here
-10,extenswe,C0205231,,completed,
-10,extracranial,C0151699,,completed,
-10,extreme tortuosity,C3641272,;C0018026;C1304897;C1412502;C4050419;C4050465;C4050466,completed,
-10,fas,;C0020162,,completed,
-10,( fxs ),,,inprogress,discard pile here
-10,gm geometric mean gmr geometric mean ratio over baseline uacr urinary albumimcreatinine ratio . % reduction : $nmbr$ x ( $nmbr$ — ratio of gmr for losartan versus gmr for placebo ) . amean of change with change calculated as difference between time indicated and baseline as measured for each participant difference of changes between treatment groups . cp - values compare differences from no change .,,,inprogress,
-10,golden - $nmbr$,C1527249,,completed,
-10,golden - $nmbr$ and - $nmbr$,C1527249,,completed,
-10,goncomitant treatment with age inhibitors / angiotensin,C0001779,,completed,
-10,has - bledo,,,inprogress,discard pile here
-10,hdl cholesterol < $nmbr$ ( men ) or < $nmbr$ mg / dl ( women ),C0043210,;C3541888;C1720467,completed,
-10,history of gestational diabetes mellitus — no . ( % of women ),C0043210,;C3541888;C1720467,completed,
-10,hub,,,inprogress,discard pile here
-10,* hypercholesterolemia was defined as a low - density lipoprotein cholesterol level at enrollment of more than $nmbr$ mg per deciliter ( $nmbr$ . $nmbr$ mmol per liter ) after an overnight fast . † nonsustained ventricular tachycardia was defined as $nmbr$ or more consecutive ventricular beats at a heart rate of more than $nmbr$ beats per minute . ‡ to convert weight to kilograms divide by $nmbr$ . $nmbr$ . § to convert values for creatinine to micromoles per liter multiply by $nmbr$ . $nmbr$ . ¶ data for follow - up medication were available for $nmbr$ patients ( amiodarone $nmbr$ placebo $nmbr$ and icd $nmbr$ ) . ace de - notes angiotensin - converting enzyme and arb angiotensin ii – receptor blocker . ¿ p < $nmbr$ . $nmbr$ for the comparison among the groups,,,completed,
-10,hypovolaemia,C4553966;C0020621,;C0032821;C0202194;C0304475;C0597277;C1532563;C3714637,completed,
-10,idegasp bid,C1739768;C0004057,,completed,
-10,idr,C0011065,,completed,
-10,improved,C0027396,,completed,
-10,imt ( $nmbr$ ),,,completed,carotid intima medial thickness
-10,im - uniti,C1282952,,completed,
-10,inguinal hernia repair,,,inprogress,discard pile here
-10,inter .,C0205103,;C0015663;C1550465;C2827755;C3889971;C0079613;C1704930;C1869853;C3890007;C4048375,completed,
-10,intracranial,C0151699,,completed,
-10,inversion,C0520887,,completed,
-10,jejunum,,,inprogress,discard pile here
-10,j $nmbr$ - blocker,C0001645,,completed,
-10,large / very large,,,inprogress,discard pile here
-10,leflunomide,,,inprogress,discard pile here
-10,legend,C0429029,,completed,
-10,leukotriene modifier,,,inprogress,discard pile here
-10,lm $nmbr$ bid ( n = $nmbr$ ),C1261082,,completed,
-10,lm $nmbr$ $nmbr$,C1261082,,completed,
-10,lymphadenopathy,,,inprogress,discard pile here
-10,mean ( sd ) values are presented for all variables except medical history race or ethnic group and sex ( n % ) and urinary albumin / creatinine ratio ( median ( range ) ) . abody mass index is the weight in kilograms divided by the square of the height in meters . bto convert values to micromoles per liter multiply by $nmbr$ . $nmbr$ . estimated using the modified equation from the modification of diet in renal disease study . dto convert values to millimoles per liter multiply by $nmbr$ . $nmbr$ . eto convert values to millimoles per liter multiply by $nmbr$ . $nmbr$ . ^ to convert values to millimoles per liter multiply by $nmbr$ . $nmbr$ .,C0455271,;C2348885;C1412134;C1515941;C0168634;C1705943;C4019422;C0549183;C0876920;C2362049,completed,
-10,m / f,,,inprogress,discard pile here
-10,mfns ( n = $nmbr$ ),C0080179,,completed,
-10,nap,,,inprogress,discard pile here
-10,ne,C0004238,,completed,
-10,( ne ne ),C0004238,,completed,
-10,nilvadipine,,,completed,
-10,^ $nmbr$,,,inprogress,discard pile here
-10,< = $nmbr$,,,inprogress,discard pile here
-10,< = $nmbr$ %,,,inprogress,discard pile here
-10,< $nmbr$,,,inprogress,discard pile here
-10,< $nmbr$ ( % ),,,inprogress,discard pile here
-10,< $nmbr$ { % ),,,inprogress,discard pile here
-10,< $nmbr$ %,,,inprogress,discard pile here
-10,≤ $nmbr$,,,inprogress,discard pile here
-10,≤ $nmbr$ %,,,inprogress,discard pile here
-10,= $nmbr$,,,inprogress,discard pile here
-10,= $nmbr$ ’ ),,,inprogress,discard pile here
-10,≥ $nmbr$,,,inprogress,discard pile here
-10,≥ $nmbr$ %,,,inprogress,discard pile here
-10,> = $nmbr$,,,inprogress,discard pile here
-10,> = $nmbr$ ( % ),,,inprogress,discard pile here
-10,> = $nmbr$ * ( % ),,,inprogress,discard pile here
-10,> $nmbr$,,,inprogress,discard pile here
-10,> $nmbr$ ( % ),,,inprogress,discard pile here
-10,> $nmbr$ %,,,inprogress,discard pile here
-10,. $nmbr$,,,inprogress,discard pile here
-10,« = $nmbr$,,,inprogress,discard pile here
-10,$ $nmbr$,,,inprogress,discard pile here
-10,$ $nmbr$ %,,,inprogress,discard pile here
-10,$nmbr$,,,inprogress,discard pile here
-10,$nmbr$ §,,,inprogress,discard pile here
-10,$nmbr$ +,,,inprogress,discard pile here
-10,£ $nmbr$,,,inprogress,discard pile here
-10,£ $nmbr$ %,,,inprogress,discard pile here
-10,\ $nmbr$,,,inprogress,discard pile here
-10,\ $nmbr$ %,,,inprogress,discard pile here
-10,( $nmbr$ blocker,C0001645,,completed,
-10,$nmbr$ - blocker,C0001645,,completed,
-10,/ $nmbr$ - blockers,C0001645,,completed,
-10,< $nmbr$ cells / pl,C0014467;C0007584,,completed,
-10,> $nmbr$ cells / pl,C0014467;C0007584,,completed,
-10,$nmbr$ % c . i .,,,inprogress,discard pile here
-10,$nmbr$ c . t,,,inprogress,discard pile here
-10,$nmbr$ e < $nmbr$ %,,,inprogress,discard pile here
-10,$nmbr$ e $nmbr$,,,inprogress,discard pile here
-10,$nmbr$ e < $nmbr$ % n ( % ),,,inprogress,discard pile here
-10,^ $nmbr$ - $nmbr$,,,inprogress,discard pile here
-10,< = $nmbr$ . $nmbr$ %,,,inprogress,discard pile here
-10,< - $nmbr$ . $nmbr$,,,inprogress,discard pile here
-10,< $nmbr$ - $nmbr$,,,inprogress,discard pile here
-10,< $nmbr$ . $nmbr$,,,inprogress,discard pile here
-10,< $nmbr$ . $nmbr$ ( % ),,,inprogress,discard pile here
-10,< $nmbr$ . $nmbr$ %,,,inprogress,discard pile here
-10,≤ $nmbr$ . $nmbr$ %,,,inprogress,discard pile here
-10,> = $nmbr$ . $nmbr$,,,inprogress,discard pile here
-10,> - $nmbr$ . $nmbr$,,,inprogress,discard pile here
-10,> $nmbr$ < $nmbr$,,,inprogress,discard pile here
-10,> $nmbr$ < = $nmbr$,,,inprogress,discard pile here
-10,> $nmbr$ < $nmbr$,,,inprogress,discard pile here
-10,> $nmbr$ - < $nmbr$,,,inprogress,discard pile here
-10,> $nmbr$ - $nmbr$,,,inprogress,discard pile here
-10,> $nmbr$ . $nmbr$,,,inprogress,discard pile here
-10,> $nmbr$ . $nmbr$ ( % ),,,inprogress,discard pile here
-10,> $nmbr$ . $nmbr$ %,,,inprogress,discard pile here
-10,> $nmbr$ $nmbr$,,,inprogress,discard pile here
-10,> $nmbr$ % $nmbr$,,,inprogress,discard pile here
-10,« $nmbr$ - $nmbr$,,,inprogress,discard pile here
-10,( % ) ( $nmbr$ - $nmbr$ ),,,inprogress,discard pile here
-10,( % ) ( $nmbr$ . $nmbr$ ),,,inprogress,discard pile here
-10,( % ) $nmbr$ - $nmbr$,,,inprogress,discard pile here
-10,$nmbr$ < - $nmbr$,,,inprogress,discard pile here
-10,$nmbr$ - < $nmbr$,,,inprogress,discard pile here
-10,$nmbr$ - < $nmbr$ ( % ),,,inprogress,discard pile here
-10,$nmbr$ - < $nmbr$ %,,,inprogress,discard pile here
-10,$nmbr$ - $nmbr$,,,inprogress,discard pile here
-10,$nmbr$ / $nmbr$,,,inprogress,discard pile here
-10,$nmbr$ . $nmbr$,,,inprogress,discard pile here
-10,$nmbr$ . $nmbr$ %,,,inprogress,discard pile here
-10,$nmbr$ ( < $nmbr$ % ),,,inprogress,discard pile here
-10,$nmbr$ ( > $nmbr$ % ),,,inprogress,discard pile here
-10,$nmbr$ ( $nmbr$ % ),,,inprogress,discard pile here
-10,$nmbr$ $nmbr$,,,inprogress,discard pile here
-10,$nmbr$ % - $nmbr$ %,,,inprogress,discard pile here
-10,$nmbr$ % $nmbr$,,,inprogress,discard pile here
-10,$nmbr$ — < $nmbr$,,,inprogress,discard pile here
-10,£ $nmbr$ . $nmbr$ % * *,,,inprogress,discard pile here
-10,% $nmbr$ - $nmbr$,,,inprogress,discard pile here
-10,$nmbr$ . $nmbr$ ± b . b,,,inprogress,discard pile here
-10,$nmbr$ ( $nmbr$ e < $nmbr$ % ),,,inprogress,discard pile here
-10,$nmbr$ ( $nmbr$ j ) z $nmbr$ ( $nmbr$ . e,,,inprogress,discard pile here
-10,$nmbr$ . $nmbr$ ( ne ne ),C0004238,,completed,
-10,> $nmbr$ - $nmbr$ - $nmbr$,,,inprogress,discard pile here
-10,$nmbr$ - < $nmbr$ . $nmbr$,,,inprogress,discard pile here
-10,$nmbr$ - $nmbr$ . $nmbr$,,,inprogress,discard pile here
-10,$nmbr$ / $nmbr$ ( $nmbr$ ),,,inprogress,discard pile here
-10,$nmbr$ . $nmbr$ - < $nmbr$,,,inprogress,discard pile here
-10,$nmbr$ . $nmbr$ % ( $nmbr$ ),,,inprogress,discard pile here
-10,$nmbr$ ( $nmbr$ $nmbr$ ),,,inprogress,discard pile here
-10,$nmbr$ ( $nmbr$ . $nmbr$ ),,,inprogress,discard pile here
-10,$nmbr$ ( $nmbr$ . $nmbr$ % ),,,inprogress,discard pile here
-10,> $nmbr$ - $nmbr$ - $nmbr$ - $nmbr$,,,inprogress,discard pile here
-10,> $nmbr$ . $nmbr$ - < $nmbr$ . $nmbr$,,,inprogress,discard pile here
-10,$nmbr$ $nmbr$ - < $nmbr$ . $nmbr$,,,inprogress,discard pile here
-10,$nmbr$ $nmbr$ ( $nmbr$ . $nmbr$ ),,,inprogress,discard pile here
-10,$nmbr$ - $nmbr$ - $nmbr$ - $nmbr$,,,inprogress,discard pile here
-10,$nmbr$ / $nmbr$ ( $nmbr$ . $nmbr$ ),,,inprogress,discard pile here
-10,$nmbr$ . $nmbr$ - < $nmbr$ . $nmbr$,,,inprogress,discard pile here
-10,$nmbr$ . $nmbr$ - < $nmbr$ . $nmbr$ %,,,inprogress,discard pile here
-10,$nmbr$ . $nmbr$ - $nmbr$ . $nmbr$,,,inprogress,discard pile here
-10,$nmbr$ . $nmbr$ ( $nmbr$ . $nmbr$ ),,,inprogress,discard pile here
-10,$nmbr$ . $nmbr$ % - $nmbr$ . $nmbr$ %,,,inprogress,discard pile here
-10,$nmbr$ . $nmbr$ + $nmbr$ . $nmbr$,,,inprogress,discard pile here
-10,$nmbr$ $nmbr$ ( $nmbr$ . $nmbr$ ),,,inprogress,discard pile here
-10,- $nmbr$ . $nmbr$ ( - $nmbr$ . $nmbr$ - c ) . $nmbr$ r,,,inprogress,discard pile here
-10,$nmbr$ / $nmbr$ $nmbr$ ( $nmbr$ . $nmbr$ ),,,inprogress,discard pile here
-10,$nmbr$ . $nmbr$ ( $nmbr$ $nmbr$ . $nmbr$ ),,,inprogress,discard pile here
-10,$nmbr$ $nmbr$ / $nmbr$ $nmbr$ ( $nmbr$ . $nmbr$ ),,,inprogress,discard pile here
-10,$nmbr$ . $nmbr$ ( $nmbr$ . $nmbr$ - $nmbr$ . $nmbr$ ),,,inprogress,discard pile here
-10,$nmbr$ . $nmbr$ ( $nmbr$ . $nmbr$ . $nmbr$ . $nmbr$ ),,,inprogress,discard pile here
-10,$nmbr$ . $nmbr$ ( $nmbr$ . $nmbr$ – $nmbr$ . $nmbr$ ),,,inprogress,discard pile here
-10,$nmbr$ . $nmbr$ - $nmbr$ . $nmbr$ % t,C0016018,,completed,
-10,$nmbr$ - $nmbr$ ( s $nmbr$ - $nmbr$ ) t,,,inprogress,discard pile here
-10,$nmbr$ . ' ^ / $nmbr$ t $nmbr$ c } u,C0016018,,completed,
-10,$nmbr$ . $nmbr$ % vs . $nmbr$ . $nmbr$ %,C0086582;C0086287,,inprogress,
-10,< $nmbr$ » < $nmbr$ y,,,inprogress,discard pile here
-10,$nmbr$ - < $nmbr$ y,,,inprogress,discard pile here
-10,$nmbr$ - $nmbr$ y n ( % ),,,inprogress,discard pile here
-10,< $nmbr$ no . ( % ),C0004238,,completed,
-10,$nmbr$ q $nmbr$ w ( n = $nmbr$ ),,,inprogress,discard pile here
-10,$nmbr$ to < $nmbr$ hr,C3494202,,completed,
-10,* $nmbr$ to < $nmbr$ y,C0205682,,completed,
-10,> $nmbr$   vs .   ≤   $nmbr$,C0086582;C0086287,,inprogress,
-10,< $nmbr$ y,,,inprogress,discard pile here
-10,> = $nmbr$ y,,,inprogress,discard pile here
-10,> $nmbr$ y,,,inprogress,discard pile here
-10,» $nmbr$ y,,,inprogress,discard pile here
-10,$nmbr$ y,,,inprogress,discard pile here
-10,^ $nmbr$ y n ( % ),,,inprogress,discard pile here
-10,< $nmbr$ y n ( % ),,,inprogress,discard pile here
-10,> $nmbr$ y n ( % ),,,inprogress,discard pile here
-10,> $nmbr$ y . n ( % ),,,inprogress,discard pile here
-10,< $nmbr$ y ( n = $nmbr$ ),,,inprogress,discard pile here
-10,> $nmbr$ y ( n = $nmbr$ ),,,inprogress,discard pile here
-10,< $nmbr$ y ( n = $nmbr$ $nmbr$ . $nmbr$ % ),,,inprogress,discard pile here
-10,> $nmbr$ y ( n = $nmbr$ $nmbr$ . $nmbr$ % ),,,inprogress,discard pile here
-10,$nmbr$ μ g bid ( n = $nmbr$ ),C1739768;C0004057,,completed,
-10,noirecerving,C3251812,,completed,
-10,noliecervrig,C3251812,,completed,
-10,no ocs use no nasal polyps pre - bd fvc s $nmbr$ % of predicted and age at diagnosis < $nmbr$ years,C1828181,,completed,
-10,ocn,C0013384,,completed,
-10,olaemia n ( % ),C4553966;C0020621,;C0032821;C0202194;C0304475;C0597277;C1532563;C3714637,completed,
-10,orthopaedic,C0085619,,completed,
-10,osteitis,;C0035455,,completed,
-10,otherb,C0920424,,completed,
-10,other $nmbr$,C0456525,,completed,
-10,oxcarbazepine,,,inprogress,discard pile here
-10,oxidative stress,,,inprogress,discard pile here
-10,pao $nmbr$ at rest mm hg,C2700280,,completed,
-10,pci = percutaneous coronary intervention . cabg = coronary - artery bypass graft . for hope > $nmbr$ mg / l for europa > $nmbr$ mg / l or on a lipid - lowering treatment for peace data are mean ( sd ) . data are mean ( sd ) unless otherwise indicated .,C0010055,,completed,
-10,personal relationships,,,inprogress,discard pile here
-10,phenobarbital,,,inprogress,discard pile here
-10,philippines,,,inprogress,discard pile here
-10,pin /,C0004604,,completed,
-10,= placebo eze = ezetimibe erol apo = apolipoprotein metabolic syndrome patients were eans and percentage changes are,C0003591,,completed,
-10,/ pl $nmbr$ $nmbr$,C0014467;C0007584,,completed,
-10,* p < $nmbr$ . $nmbr$ for eze / simva ( pooled across doses ) vs . simva ( pooled across doses ) for the entire cohort data are presented as least squares mean ± standard error ( † median ± se for tg ) for the entire cohort and also for each selected subgroup simva = simvastatin eze = ezetimibe tc = total cholesterol tg = triglycerides hdl - c = high - density lipoprotein - cholesterol non - hdl - c = non - high - density lipoprotein cholesterol apo = apolipoprotein,C0041004,,completed,
-10,poba n ( % ),C1553379,,completed,
-10,poland,C0027978,;C0324547,completed,
-10,polyarticular arthritis no rheumatoid nodules,C0003862,,completed,
-10,potential predictor,,,inprogress,discard pile here
-10,primary and secondary prevention subgroups adjusted for age gender hypertension diabetes mellitus and smoking . hr indicates hazard ratio $nmbr$ % cl $nmbr$ % confidence interval tia transient ischemic attack .,C2985465,,inprogress,
-10,probenecid,C0006560,,completed,
-10,proctosigmoiditis,,,inprogress,discard pile here
-10,prothrombin mutation ( % ),C0449238;C0872146,,completed,
-10,puerperium,,,inprogress,discard pile here
-10,puerto rican,,,inprogress,discard pile here
-10,p value ( men versus women ),C0043210,;C3541888;C1720467,completed,
-10,p value * placebo group p value * hyponatremia normonatremic group tolvaptan vs hyponatremic vs placebo,C4553967,,completed,
-10,qids - sr $nmbr$,,,inprogress,discard pile here
-10,qmaxi rn l / s,,,inprogress,discard pile here
-10,q $nmbr$ ( n   = $nmbr$ ),,,inprogress,discard pile here
-10,q $nmbr$ - q $nmbr$,,,inprogress,discard pile here
-10,q $nmbr$ w ( n = $nmbr$ ),,,inprogress,discard pile here
-10,q $nmbr$ w ( n $nmbr$ $nmbr$ ),,,inprogress,discard pile here
-10,q ( q $nmbr$ \,,,inprogress,discard pile here
-10,radial,C0589360;C0442038,,completed,
-10,radionuclide ventriculography,,,inprogress,discard pile here
-10,“ relative risk of outcome in acei group iw control group . bbaseline variables for models included : logarithm of age reciprocal of serum creatinine sbp up excretion treatment assignment and terms for studies $nmbr$ $nmbr$ $nmbr$ and $nmbr$ ( see footnotes of table $nmbr$ ) . other baseline variables considered for analysis ( p < $nmbr$ . $nmbr$ in univariate analysis ) included dp mean arterial pressure type of antihypertensive regimen in the control group planned duration of follow - up whether or not the investigators were blinded whether or not dietary advice was given and the year of publication .,;C0003364,,completed,
-10,rs - breathlessnessb,C0035970;C0017452,,completed,
-10,rs - chest symptomsd,C0035970;C0017452,,completed,
-10,rs $nmbr$,C0035970;C0017452,,completed,
-10,rs $nmbr$ ( aa ) & rs $nmbr$,C0035970;C0017452,,completed,
-10,rs $nmbr$ ( ac ) & rs $nmbr$,C0035970;C0017452,,completed,
-10,rs $nmbr$ & rs $nmbr$,C0035970;C0017452,,completed,
-10,rs - totala,C0035970;C0017452,,completed,
-10,sa,C0036243,,completed,
-10,sa acs,C0036243,,completed,
-10,sack,C1277691,,completed,
-10,so,C3529352,,completed,
-10,soc,C3529352,,completed,
-10,so $nmbr$ %,C3529352,,completed,
-10,southern europe,,,completed,
-10,streptokinase,,,inprogress,discard pile here
-10,* subgroups were defined on the basis of variables assessed before randomization . the lipid levels represent the averages of the values measured four weeks before randomization and those measured at randomization . to convert values for cholesterol to millimoles per liter multiply by $nmbr$ . $nmbr$ to convert values for triglycerides to millimoles per liter multiply by $nmbr$ . $nmbr$ . ci denotes confidence interval ldl low - density lipoprotein and hdl high - density lipoprotein . tests for heterogeneity of treatment effect were undertaken across each of the subgroups . in addition we performed tests for interaction between treatment and the following continuous base - line variables : age total ldl and hdl cholesterol and triglyceride levels . there was no evidence of significant heterogeneity of treat - ment effect in any prespecified subgroup ( p » $nmbr$ . $nmbr$ ) . † data were missing for three patients two in the placebo group and one in the pravastatin group .,C1705492,,completed,
-10,t,C0016018,,completed,
-10,ta,C0439092,,completed,
-10,tah ( n = $nmbr$ ),C0439092,,completed,
